AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
28016414,"2026-01-13 02:14:29","2026-01-13 02:14:29",AE08F5,"United States","United States",85-00150,,,,,,Beech,BE20,"Beech RC-12K Huron",FE-4,,,,,,"United States Army",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
28016392,"2026-01-13 02:14:13","2026-01-13 02:14:13",AAFAD1,"United States","United States",N8062M,,,,,,Cessna,C310,"Cessna 310I",310I-0062,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C310
28016320,"2026-01-13 02:13:22","2026-01-13 02:13:22",852EA2,Japan,Japan,JA3986,,,,,,Cessna,C172,"Cessna 172P Skyhawk",17275341,,,,,,Private,,,1981,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
28015956,"2026-01-13 02:08:17","2026-01-13 02:08:17",ABF006,"United States","United States",N8688G,,,,,,Cessna,C150,"Cessna 150F",15062788,,,,,,Private,,,1966,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C150
28015772,"2026-01-13 02:05:50","2026-01-13 02:05:50",383072,France,France,F-BMDS,,,,,,Alpavia,RF3,"Alpavia RF-3",41,,,,,,Private,,,1964,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-RF3
28014323,"2026-01-13 01:45:36","2026-01-13 01:45:36",A4EE1D,"United States","United States",N41697,,,,,,"Quad City",ULAC,"Quad City Challenger II",CH2-1090R0575,,,,,,Private,,,1991,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
28011836,"2026-01-13 01:11:50","2026-01-13 01:11:50",A7CE7B,"United States","United States",N6018W,,,,,,Piper,P28A,"Piper PA-28 140 Cherokee",28-20018,,,,,,Private,,,1964,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
28011146,"2026-01-13 01:02:33","2026-01-13 01:02:33",424479,"United Kingdom","United Kingdom",VQ-BBV,,,,,,Boeing,B738,"Boeing 737NG 86N/W",36817,,,,,,SmartAvia,,,2009,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,AUL
28010824,"2026-01-13 00:58:29","2026-01-13 00:58:29",3D3F5E,Germany,Germany,D-EWGC,,,,,,"Commander Aircraft",AC11,"Commander Aircraft Commander 114 TC",20032,,,,,,Private,,,2000,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AC11
28010555,"2026-01-13 00:54:52","2026-01-13 00:54:52",3D2305,Germany,Germany,D-ELMZ,,,,,,Piper,P28A,"Piper PA-28 180 Cherokee D",28-5156,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
28009304,"2026-01-13 00:37:50","2026-01-13 00:37:50",A52ECE,"United States","United States",N433FP,,,,,,"Aero Designs",SL1,"Aero Designs SL-1 Star-Lite",137,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-SL1
28009074,"2026-01-13 00:34:23","2026-01-13 00:34:23",C01B9E,Canada,Canada,C-FKLX,,,,,,"Zénith",CH70,"Zénith Zenair STOL CH 701",7-1468,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CH70
28008839,"2026-01-13 00:30:48","2026-01-13 00:30:48",A0D971,"United States","United States",N154EB,,,,,,Cessna,C421,"Cessna 421B Golden Eagle",421B0645,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C421
28008712,"2026-01-13 00:29:07","2026-01-13 00:29:07",A103F2,"United States","United States",N16472,,,,,,Piper,P28A,"Piper PA-28 140 Cherokee F",28-7325280,,,,,,Private,,,1973,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
28008105,"2026-01-13 00:20:49","2026-01-13 00:20:49",AD0349,"United States","United States",N9379M,,,,,,Mooney,M20P,"Mooney M.20F Executive 21",670003,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M20P
28007499,"2026-01-13 00:12:00","2026-01-13 00:12:00",A091D9,"United States","United States",N136DU,,,,,,Eurocopter,EC35,"Eurocopter EC135 T2+",0578,,,,,,Private,,,2007,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-EC35
28007456,"2026-01-13 00:11:27","2026-01-13 00:11:27",4BE839,Turkey,Turkey,TC-ZAY,,,,,,Pzl-Mielec,M18,"Pzl-Mielec Dromader M-18B",1Z026-12,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M18
28007009,"2026-01-13 00:05:06","2026-01-13 00:05:06",300007,Italy,Italy,I-DACT,,,,,,"McDonnell Douglas",MD82,"McDonnell Douglas DC-9 82",53054,,,,,,"ITA Airways",,,1991,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,ITY
